PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] IBM_1.raw.PG.Quantity,[2] IBM_2.raw.PG.Quantity,[3] IBM_3.raw.PG.Quantity,[4] IBM_4.raw.PG.Quantity,[5] IBM_5.raw.PG.Quantity,[6] IBM_6.raw.PG.Quantity,[7] IBM_7.raw.PG.Quantity,[8] IBM_8.raw.PG.Quantity,[9] IBM_9.raw.PG.Quantity,[10] IBM_10.raw.PG.Quantity,[11] IBM_11.raw.PG.Quantity,[12] IBM_12.raw.PG.Quantity,[13] IBM_13.raw.PG.Quantity,[14] IBM_14.raw.PG.Quantity,[15] IBM_15.raw.PG.Quantity,[16] IBM_16.raw.PG.Quantity,[17] IBM_17.raw.PG.Quantity,[18] IBM_CTRL_1.raw.PG.Quantity,[19] IBM_CTRL_2.raw.PG.Quantity,[20] IBM_CTRL_3.raw.PG.Quantity,[21] IBM_CTRL_4.raw.PG.Quantity
Q5JTH9,RRP12,RRP12-like protein,23158.994140625,11577.775390625,32131.54296875,16469.931640625,15691.0078125,13661.205078125,15927.9833984375,18927.849609375,16199.076171875,26607.57421875,10624.2841796875,26316.650390625,13618.994140625,7319.06298828125,16186.998046875,9847.58203125,10344.9765625,7532.3076171875,12281.2705078125,4611.740234375,5607.81005859375
Q5JTJ3,COA6,Cytochrome c oxidase assembly factor 6 homolog,17358.26953125,10773.580078125,13948.1796875,22557.310546875,20416.1796875,14318.287109375,24883.69921875,18782.384765625,14808.2978515625,17681.65625,21596.939453125,30253.541015625,22048.599609375,30949.146484375,20051.982421875,24959.685546875,20654.416015625,20179.091796875,32072.12890625,9187.4755859375,15370.3974609375
Q5JTV8,TOR1AIP1,Torsin-1A-interacting protein 1,210242.09375,102925.0859375,137497.96875,123584.6484375,121654.5859375,114539.8046875,126712.0390625,155225.59375,141215.125,255621.96875,100624.1953125,344486.28125,116699.2265625,117736.6484375,99254.2890625,66960.3046875,130055.1484375,55495.57421875,66733.8359375,61424.02734375,79197.8515625
Q5JTW2,CEP78,Centrosomal protein of 78 kDa,NaN,4406.7412109375,NaN,3375.3974609375,4423.7705078125,NaN,NaN,NaN,4005.728515625,NaN,7752.7060546875,2386.55078125,5100.87939453125,NaN,9240.5478515625,4712.798828125,NaN,NaN,NaN,5874.60693359375,NaN
Q5JTZ9,AARS2,"Alanine--tRNA ligase, mitochondrial",15318.8623046875,11436.79296875,9908.318359375,10829.037109375,7960.33154296875,10439.240234375,9839.001953125,15850.462890625,17485.154296875,12666.0400390625,7525.62451171875,18908.24609375,12188.2783203125,5204.341796875,4117.10986328125,5043.1552734375,4456.36328125,NaN,8874.6611328125,NaN,6035.375
Q5JUK3,KCNT1,Potassium channel subfamily T member 1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2496.856689453125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2706.918701171875,NaN,4227.4287109375
Q5JVF3,PCID2,PCI domain-containing protein 2,12053.5078125,12770.4443359375,16066.3330078125,13317.6083984375,14167.45703125,13187.109375,8802.2646484375,11807.54296875,17075.033203125,15687.4892578125,12290.83203125,17469.951171875,12256.49609375,13342.841796875,13842.6015625,12088.302734375,12539.1669921875,14623.42578125,14650.076171875,12327.0419921875,12028.7314453125
Q5JVS0,HABP4,Intracellular hyaluronan-binding protein 4,16186.5751953125,4848.18310546875,14844.29296875,22577.380859375,21546.279296875,7039.58984375,10785.5869140625,16551.2109375,8696.673828125,13357.4951171875,16853.583984375,31500.75,11176.142578125,11784.7734375,17308.244140625,17137.484375,NaN,NaN,NaN,NaN,NaN
Q5K4L6,SLC27A3,Solute carrier family 27 member 3,41719.1953125,6331.92626953125,26941.544921875,32467.837890625,17459.107421875,17041.177734375,21513.0078125,33969.3359375,27670.609375,34386.0546875,10032.5048828125,80063.8671875,15063.6796875,9463.7119140625,12449.0849609375,8900.416015625,4973.40185546875,12729.8232421875,NaN,5527.2958984375,NaN
Q5K651,SAMD9,Sterile alpha motif domain-containing protein 9,8981.9345703125,2287.52099609375,4705.96484375,3575.338623046875,NaN,NaN,1156.513916015625,4250.4462890625,3151.09228515625,5648.166015625,NaN,2627.257080078125,4018.975830078125,NaN,2415.2880859375,NaN,NaN,NaN,NaN,4988.84423828125,NaN
Q5M775,SPECC1,Cytospin-B,NaN,1176.8486328125,NaN,NaN,NaN,NaN,NaN,2554.20703125,4153.68994140625,4431.26025390625,NaN,8132.1865234375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q5M9N0,CCDC158,Coiled-coil domain-containing protein 158,122432.8515625,202162.09375,111312.984375,109412.9296875,373934.6875,470578.65625,69694.25,102881.9375,128209.3203125,189806.34375,95763.875,160893.171875,112421.890625,368601.09375,NaN,46757.21875,403039.78125,NaN,568657.5625,708538.4375,730218.4375
Q5MNZ6,WDR45B,WD repeat domain phosphoinositide-interacting protein 3,5576.3681640625,7696.67578125,7359.22314453125,5693.849609375,4990.00146484375,6240.755859375,NaN,6335.8603515625,4027.134765625,8280.46875,5878.2548828125,6942.63232421875,3359.1279296875,5453.68212890625,7696.50927734375,5117.78955078125,9543.14453125,4987.59716796875,6152.84765625,3918.4013671875,NaN
Q5MNZ9,WIPI1,WD repeat domain phosphoinositide-interacting protein 1,21574.650390625,15296.9111328125,22185.111328125,35555.08984375,22563.005859375,26886.34765625,39735.734375,14160.2353515625,17290.744140625,13279.19140625,21872.591796875,15525.24609375,11735.4033203125,17809.291015625,22546.720703125,20786.4296875,14105.4990234375,11535.6611328125,23237.369140625,25066.328125,19697.841796875
Q5PRF9,SAMD4B,Protein Smaug homolog 2,2052.166748046875,NaN,4651.0234375,NaN,NaN,742.2496948242188,NaN,4330.279296875,3745.16357421875,5780.5302734375,NaN,5830.9248046875,3045.4365234375,NaN,NaN,2499.759765625,NaN,NaN,NaN,NaN,NaN
Q5QJ74,TBCEL,Tubulin-specific chaperone cofactor E-like protein,67492.9140625,26790.720703125,51182.22265625,42930.046875,30125.3984375,37837.16015625,60831.73046875,58256.48046875,40804.20703125,45895.984375,44761.796875,51952.2265625,37905.72265625,38904.9921875,54131.26171875,40194.6328125,35156.26171875,26000.396484375,34148.54296875,29392.423828125,37213.05078125
Q5QJE6,DNTTIP2,Deoxynucleotidyltransferase terminal-interacting protein 2,NaN,NaN,3341.740234375,NaN,NaN,NaN,NaN,2451.50634765625,2996.921630859375,2668.08984375,1112.33984375,12248.3896484375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q5R372,RABGAP1L,Rab GTPase-activating protein 1-like,32537.298828125,10475.7021484375,26052.677734375,21818.369140625,19219.30859375,13598.60546875,29881.609375,22078.009765625,26796.23046875,36967.15234375,16461.2734375,17735.595703125,15062.2587890625,NaN,24384.837890625,9321.8359375,11459.4794921875,NaN,12428.509765625,NaN,NaN
Q5R3I4,TTC38,Tetratricopeptide repeat protein 38,16664.119140625,17748.896484375,15258.60546875,13051.119140625,11453.99609375,22146.998046875,18977,22313.8125,18718.861328125,26006.828125,10412.3671875,22457.798828125,16876.134765625,21594.671875,24472.126953125,18719.1484375,23899.6015625,11787.2734375,7424.48828125,20221.55078125,14633.25390625
Q5RI15,COX20,"Cytochrome c oxidase assembly protein COX20, mitochondrial",71244.515625,66222.9140625,40589.1015625,42433.25,87651.1015625,59387.58203125,47939.8203125,68003.1015625,42020.2109375,63285.7890625,29002.990234375,36497.59765625,89742.140625,64259.6484375,33735.75390625,84283.890625,48176.5546875,45787.28125,40890.234375,40139.18359375,16469.478515625
Q5RKV6,EXOSC6,Exosome complex component MTR3,8955.8330078125,10906.3583984375,11806.8681640625,31787.8203125,17907.9765625,1397.0743408203125,4471.046875,7380.87890625,13264.5595703125,NaN,23544.71484375,11079.998046875,19263.736328125,16513.7421875,NaN,NaN,4689.66552734375,NaN,2511.64404296875,NaN,NaN
Q5S007,LRRK2,Leucine-rich repeat serine/threonine-protein kinase 2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q5SGD2,PPM1L,Protein phosphatase 1L,NaN,19667.83203125,11046.7939453125,NaN,NaN,9123.5947265625,NaN,7773.57080078125,NaN,17115.271484375,9851.728515625,13497.505859375,15949.853515625,25629.87890625,NaN,27319.4140625,18553.380859375,NaN,NaN,39210.2578125,21196.138671875
Q5SNT2,TMEM201,Transmembrane protein 201,35831.859375,NaN,41800.47265625,NaN,NaN,NaN,NaN,42119.47265625,24655.78515625,19338.669921875,NaN,57877.390625,5865.62109375,NaN,NaN,4924.3828125,NaN,NaN,NaN,NaN,NaN
Q5SQH8,C6orf136,Uncharacterized protein C6orf136,20355.2578125,46355.5078125,9007.1328125,22171.8515625,78361.6171875,21358.310546875,34936.5,22160.54296875,17768.6796875,16977.2890625,37302.26953125,7491.70166015625,27706.515625,18132.439453125,25047.08984375,23706.4140625,34589.19921875,51998.2578125,39114.19140625,26235.384765625,19855.263671875
Q5SRE5,NUP188,Nucleoporin NUP188,19206.7265625,13213.734375,15670.75390625,16222.5537109375,18636.6796875,14285.9365234375,7938.66015625,12466.078125,11575.810546875,17873.240234375,12790.5791015625,13258.794921875,11475.4296875,13800.1962890625,11228.7265625,12978.55859375,11720.3603515625,13376.91015625,12081.01171875,9569.3857421875,13501.7216796875
Q5SRE7,PHYHD1,Phytanoyl-CoA dioxygenase domain-containing protein 1,69049.046875,34667.91015625,88823.359375,74474.265625,62965.828125,109569.7578125,54970.05078125,89792.953125,106006.75,149004.125,54892.30078125,105302.9453125,77389.7265625,32750.859375,57004.5390625,26590.041015625,62285.09375,25685.955078125,33195.48828125,15409.853515625,26460.9765625
Q5SSJ5,HP1BP3,Heterochromatin protein 1-binding protein 3,923920.0625,528082.5,1032935.3125,731143.75,513813.625,580373.125,529064.125,809865.875,881616.625,1251962.75,498669.65625,2957773.25,790050.25,374727.125,473196.375,450324.46875,370354.96875,320281,331465.125,326622.75,349204.0625
Q5ST30,VARS2,"Valine--tRNA ligase, mitochondrial",14038.0068359375,11837.7373046875,6084.49951171875,4922.17333984375,8402.01953125,4933.22119140625,6908.63037109375,7139.81005859375,6100.4296875,9258.080078125,5399.125,5599.5478515625,6387.56298828125,7437.43505859375,5341.5146484375,5731.86962890625,4014.589599609375,NaN,4330.43798828125,8.732782363891602,3056.57080078125
Q5SV97,PERM1,PGC-1 and ERR-induced regulator in muscle protein 1,45166.09375,84206.96875,12926.0869140625,42224.66796875,104652.96875,43640.37890625,83306.15625,27579.36328125,36616,13416.8037109375,60618.26953125,41210.09765625,44058.62890625,62481.74609375,57682.4609375,91335.515625,100291.609375,77027.7578125,143668.71875,76398.3671875,95959.8125
Q5SW79,CEP170,Centrosomal protein of 170 kDa,16264.9130859375,5618.80078125,7034.28076171875,7279.91015625,9841.080078125,8543.943359375,4826.93408203125,11310.19140625,7117.05908203125,11919.244140625,2392.794921875,17630.240234375,23991.978515625,6242.61083984375,7039.6142578125,NaN,5490.59814453125,NaN,2346.19189453125,4123.939453125,2436.771240234375
Q5SW96,LDLRAP1,Low density lipoprotein receptor adapter protein 1,3573.8564453125,4224.84814453125,4518.716796875,5265.6982421875,3457.8896484375,3172.86376953125,11424.916015625,4045.67236328125,3679.72998046875,4075.537109375,3645.7060546875,4820.95263671875,NaN,6481.73095703125,3425.118896484375,1115.38818359375,2199.513671875,2194.998291015625,NaN,NaN,NaN
Q5SWX8,ODR4,Protein odr-4 homolog,35921.50390625,16681.533203125,50738.6953125,55426.03125,45055.70703125,22338.419921875,18550.46484375,33566.49609375,31020.076171875,48979.8359375,25841.59765625,57439.71875,22405.671875,16062.076171875,23471.0703125,23114.330078125,8465.1474609375,14365.111328125,10079.84375,NaN,5694.9326171875
Q5SY16,NOL9,Polynucleotide 5'-hydroxyl-kinase NOL9,11819.8095703125,NaN,14766.859375,NaN,NaN,9761.68359375,11673.181640625,11723.5068359375,10890.6435546875,12041.4140625,NaN,14729.755859375,8596.6533203125,NaN,NaN,7398.51806640625,NaN,NaN,NaN,NaN,NaN
Q5SYB0,FRMPD1,FERM and PDZ domain-containing protein 1,64732.05078125,23100.646484375,54063.67578125,50439.09765625,26363.8984375,18859.84765625,24358.412109375,42446.3046875,64052.5625,82367.6171875,28994.111328125,269290.125,16018.0458984375,17076.83984375,29581.16015625,38173.64453125,25928.31640625,37426.76953125,15375.021484375,20758.92578125,27709.78125
Q5SYE7,NHSL1,NHS-like protein 1,NaN,11119.1943359375,NaN,5934.60302734375,NaN,58214.4140625,1.5295274257659912,8893.4697265625,9814.060546875,NaN,18426.03515625,90445.3125,9654.69140625,57919.30078125,3199.99365234375,18839.6640625,1.359352946281433,1.5559788942337036,NaN,1.169651746749878,1.8576631546020508
Q5SZI1,LDLRAD2,Low-density lipoprotein receptor class A domain-containing protein 2,NaN,3005.133056640625,29084.2734375,58478.6875,NaN,NaN,NaN,1832.053955078125,11276.3916015625,10206.0869140625,44683.55859375,23992.115234375,20947.45703125,16017.0810546875,6243.44140625,NaN,NaN,NaN,9114.0458984375,12232.7919921875,26945.34375
Q5SZK8,FREM2,FRAS1-related extracellular matrix protein 2,45090.82421875,NaN,37972.2734375,55572.5703125,15082.197265625,62504.58203125,70929.1640625,33800.796875,42803.15234375,27141.91015625,62628.46875,984.1204223632812,21952.228515625,59937.625,82432.1328125,66972.09375,46647.15234375,47865.63671875,26818.052734375,9984.091796875,34389.3828125
Q5T011,SZT2,KICSTOR complex protein SZT2,10919.1220703125,2872.60986328125,4635.68212890625,57626.71484375,1911.0064697265625,10939.9287109375,16641.232421875,15797.6142578125,9595.0546875,14125.552734375,20337.1015625,27631.65234375,18136.25390625,16386.421875,18261.546875,17461.751953125,NaN,NaN,20180.646484375,NaN,NaN
Q5T0D9,TPRG1L,Tumor protein p63-regulated gene 1-like protein,17885.603515625,18112.447265625,17810.908203125,18474.119140625,17383.328125,14130.361328125,21013.037109375,17330.373046875,18387.974609375,21943.4296875,19031.48828125,20538.091796875,12809.279296875,14951.9443359375,17656.408203125,13835.787109375,17580.859375,13311.4404296875,8374.8798828125,9840.4072265625,10979.06640625
Q5T0F9,CC2D1B,Coiled-coil and C2 domain-containing protein 1B,28355.060546875,NaN,30406.875,14257.9404296875,NaN,37252.1171875,17606.513671875,18481.810546875,NaN,31939.38671875,NaN,22490.564453125,17590.28515625,NaN,21390.2734375,24195.494140625,49622.328125,31256.974609375,41654.47265625,NaN,NaN
Q5T160,RARS2,"Probable arginine--tRNA ligase, mitochondrial",5878.98388671875,4715.3779296875,5099.87646484375,4789.3427734375,4634.6708984375,3760.8603515625,6374.80517578125,7106.5185546875,5142.43798828125,8839.740234375,4236.42041015625,6562.40478515625,6097.025390625,2819.38037109375,2854.61669921875,4250.9521484375,4294.2294921875,2993.2197265625,4339.7314453125,2738.688232421875,3698.8525390625
Q5T197,DCST1,E3 ubiquitin-protein ligase DCST1,11792.5205078125,189377.40625,34167.0546875,57774.3203125,106144.0625,110887.28125,74748.1015625,30731.900390625,32297.564453125,5083.775390625,139847.96875,NaN,136796.5,140555.796875,38043.76171875,121381.6875,116587.5390625,101709.953125,142534.140625,126385.1484375,46991.796875
Q5T1C6,THEM4,Acyl-coenzyme A thioesterase THEM4,8166.0380859375,21231.359375,9754.6318359375,13829.4404296875,22453.640625,15696.1826171875,17929.916015625,9508.4306640625,15838.4267578125,13995.0791015625,10400.22265625,8779.10546875,17892.96484375,12868.5419921875,7326.42236328125,11123.4443359375,16229.4296875,18237.5078125,12762.638671875,7722.599609375,17364.6796875
Q5T1M5,FKBP15,FK506-binding protein 15,26465.794921875,12207.3857421875,29466.66796875,17966.38671875,13294.365234375,18129.025390625,17038.796875,23577.595703125,15775.9033203125,30461.638671875,8466.2529296875,22159.984375,18109.666015625,9507.2998046875,7308.5625,14958.4638671875,8524.283203125,6814.3720703125,5271.76904296875,4600.41064453125,4465.73193359375
Q5T200,ZC3H13,Zinc finger CCCH domain-containing protein 13,4915.17724609375,1707.8409423828125,6232.63525390625,3962.188720703125,2474.731201171875,2083.78857421875,NaN,3631.748291015625,4149.3095703125,5971.27685546875,NaN,8305.4140625,2022.6270751953125,1215.8594970703125,2018.421630859375,NaN,1194.4276123046875,NaN,1255.670654296875,NaN,NaN
Q5T2E6,ARMH3,Armadillo-like helical domain-containing protein 3,5744.43701171875,5261.61865234375,3738.40234375,3016.1728515625,4605.33251953125,5027.97412109375,1925.306884765625,2674.554443359375,4189.88330078125,6158.34765625,NaN,NaN,3099.690673828125,5751.40234375,NaN,4661.13525390625,6908.82470703125,4800.0458984375,3033.23291015625,6662.2607421875,4439.4873046875
Q5T2T1,MPP7,MAGUK p55 subfamily member 7,2854.5537109375,1822.3138427734375,1530.7947998046875,2616.867919921875,5467.333984375,15465.001953125,5661.58251953125,3334.607421875,3621.304931640625,5775.96337890625,4322.9404296875,9335.3173828125,9835.5869140625,10640.7099609375,NaN,1847.197265625,NaN,10375.4296875,4782.03955078125,NaN,1036.8447265625
Q5T3F8,TMEM63B,CSC1-like protein 2,4019.72265625,11525.7314453125,1851.39697265625,4267.25927734375,12809.7314453125,2158.837158203125,4851.091796875,4600.43310546875,1963.02392578125,2281.850830078125,5322.85498046875,NaN,4056.83251953125,4059.40283203125,6657.89013671875,6659.47119140625,6273.4794921875,4905.056640625,6616.4599609375,4925.3525390625,4290.65771484375
Q5T440,IBA57,"Putative transferase CAF17, mitochondrial",91760.234375,173183.546875,83486.9921875,79794.671875,138714.015625,85379.2109375,141553.328125,93368.28125,86187.0078125,105019.8203125,152035.734375,63159.421875,131470.4375,119742.796875,126839.2421875,115946.3828125,152906.46875,96751.5390625,148164.09375,52447.3046875,76727.625
Q5T447,HECTD3,E3 ubiquitin-protein ligase HECTD3,24745.94140625,20803.931640625,25210.6875,30907.78125,26659.728515625,22716.44921875,22917.044921875,23847.6484375,22588.9296875,29577.990234375,20002.4609375,23069.94140625,26924.94140625,17274.17578125,22204.6796875,19543.59765625,16424.12890625,14235.7265625,12691.58203125,13627.7080078125,9535.720703125
Q5T481,RBM20,RNA-binding protein 20,3691.989013671875,6589.82568359375,NaN,NaN,NaN,9242.6162109375,6986.548828125,1566.454345703125,NaN,NaN,NaN,NaN,3640.8759765625,6907.013671875,1300.39990234375,1532.3101806640625,17487.86328125,1834.393798828125,4052.34033203125,11820.859375,5403.740234375
Q5T4S7,UBR4,E3 ubiquitin-protein ligase UBR4,69924.9296875,81949.3984375,97865.1640625,106921.171875,92489.125,70221.765625,74731.46875,76431.5546875,70809.7421875,95575.203125,86149.4453125,92008.0703125,72510.1484375,71343.203125,83713.7265625,82913.2734375,60368.3515625,66451.046875,65955.609375,78323.46875,58369.765625
Q5T4T6,SYCP2L,Synaptonemal complex protein 2-like,4259.25341796875,NaN,NaN,454.9725341796875,766.3021850585938,NaN,NaN,637.2742919921875,1335.966796875,134.05389404296875,NaN,1.8484796285629272,NaN,NaN,926.0740966796875,NaN,NaN,NaN,NaN,NaN,NaN
Q5T5P2,KIAA1217,Sickle tail protein homolog,24061.71875,23446.4921875,27458.00390625,25107.2265625,18334.943359375,19800.94921875,26159.494140625,28618.384765625,26630.603515625,26390.349609375,21350.0703125,41095.8359375,30085.091796875,26350.33984375,28075.69140625,21913.23828125,18258.546875,13221.4560546875,18709.833984375,12950.697265625,14900.9765625
Q5T5U3,ARHGAP21,Rho GTPase-activating protein 21,8472.3720703125,6135.1826171875,5495.16845703125,3774.80224609375,4574.20751953125,4271.5361328125,5462.486328125,4440.53515625,4574.96240234375,9364.337890625,2060.211181640625,9903.16015625,2826.925537109375,3060.368408203125,2309.67822265625,4857.1279296875,2084.297607421875,5902.861328125,991.6083984375,1109.856689453125,2829.5634765625
Q5T5Y3,CAMSAP1,Calmodulin-regulated spectrin-associated protein 1,8934.1748046875,NaN,5190.24072265625,NaN,NaN,6021.44970703125,NaN,6880.259765625,3237.88720703125,3204.505615234375,NaN,NaN,2590.3388671875,NaN,3435.23974609375,4406.69384765625,4120.5126953125,NaN,NaN,NaN,NaN
Q5T653,MRPL2,"39S ribosomal protein L2, mitochondrial",46428.80078125,55051.26953125,32246.236328125,46982.203125,75967.21875,19763.2109375,34688.63671875,32853.98046875,38132.32421875,39770.046875,36331.84765625,44183.3359375,14042.6875,11497.720703125,33270.125,21693.46484375,24101.802734375,25419.724609375,33546.07421875,11609.0712890625,25642.06640625
Q5T6F2,UBAP2,Ubiquitin-associated protein 2,NaN,NaN,NaN,15028.2587890625,NaN,NaN,20015.50390625,7558.671875,13311.525390625,NaN,18088.15234375,NaN,NaN,NaN,13580.75,NaN,NaN,NaN,24601.103515625,NaN,15644.404296875
Q5T6V5,C9orf64,Queuosine salvage protein,89193.7109375,62224.203125,76864.421875,45745.95703125,40815.30078125,70845.421875,53939,79149.625,60666.2734375,101227.5390625,45195.14453125,94621.59375,39944.359375,53300.75390625,47052.80078125,53140.78125,59478.3359375,55652.1796875,46251.0625,37758.44921875,51823.7421875
Q5T749,KPRP,Keratinocyte proline-rich protein,16778.37109375,NaN,3362.33447265625,NaN,NaN,4915.22802734375,17086.509765625,NaN,NaN,17363.78515625,NaN,9376.529296875,NaN,NaN,NaN,246655.984375,NaN,48541.62890625,NaN,NaN,17332.04296875
Q5T750,XP32,Skin-specific protein 32,NaN,NaN,NaN,NaN,NaN,NaN,5652.23583984375,NaN,1447.5218505859375,NaN,NaN,17079.36328125,NaN,NaN,NaN,30645.828125,NaN,33095.44921875,NaN,NaN,2875.957275390625
Q5T8D3,ACBD5,Acyl-CoA-binding domain-containing protein 5,20691.705078125,12702.96875,19129.67578125,10257.7548828125,14808.623046875,16588.169921875,16669.46875,17137.921875,17313.439453125,16873.314453125,15358.6181640625,10389.8662109375,14608.5390625,21829.61328125,15831.740234375,19272.76953125,17498.048828125,14295.6494140625,18271.9296875,NaN,11846.95703125
Q5T8P6,RBM26,RNA-binding protein 26,15215.8740234375,6790.97216796875,11924.419921875,3652.14111328125,NaN,6456.7568359375,6774.15771484375,15637.4677734375,9533.75390625,18667.26171875,NaN,33211.21484375,9348.201171875,6704.32470703125,6034.90234375,108.19957733154297,6840.158203125,NaN,6861.0810546875,NaN,3171.3505859375
Q5T9A4,ATAD3B,ATPase family AAA domain-containing protein 3B,15180.01171875,30108.2734375,18146.1328125,22296.140625,26495.421875,22586.240234375,14175.7392578125,19106.9921875,18516.609375,18054.388671875,25115.685546875,14555.841796875,22315.630859375,16547.841796875,14389.552734375,4764.265625,10738.8271484375,4.038474082946777,10467.201171875,8108.5703125,16741.89453125
Q5T9L3,WLS,Protein wntless homolog,14125.9658203125,9368.6279296875,24878.51953125,19269.51171875,15541.8486328125,14826.9921875,8048.61572265625,21452.453125,18367.08203125,26806.248046875,9544.359375,34552.6796875,12972.083984375,13144.3857421875,14836.1884765625,10591.6328125,11131.43359375,15853.43359375,8333.28125,13593.4716796875,11847.3349609375
Q5TA45,INTS11,Integrator complex subunit 11,9505.7744140625,4735.7060546875,11612.4365234375,10962.806640625,10046.5087890625,7007.2998046875,2158.3955078125,7917.314453125,7627.22900390625,13384.7490234375,7218.34375,7609.47216796875,8607.1435546875,3475.8701171875,NaN,6670.9267578125,NaN,NaN,NaN,NaN,NaN
Q5TA50,CPTP,Ceramide-1-phosphate transfer protein,26757.796875,34407.0078125,16758.947265625,24966.892578125,27951.560546875,26915.8671875,20519.251953125,18740.705078125,15545.4482421875,51492.39453125,29614.560546875,1210.295654296875,31095.541015625,27522.669921875,23854.916015625,39572.6796875,27460.880859375,18682.45703125,28092.373046875,34140.71484375,20756.38671875
Q5TAQ9,DCAF8,DDB1- and CUL4-associated factor 8,82950.5390625,83860.0859375,94317.984375,125007.4296875,97771.8671875,79787.5703125,78259.0078125,93815.078125,84598.796875,93834.25,79680.1875,78937.6328125,85601.5,74598.671875,69825.4375,65350.109375,60446.4609375,54162.359375,71497.2265625,65341.0078125,51991.265625
Q5TAX3,TUT4,Terminal uridylyltransferase 4,NaN,NaN,1975.1766357421875,NaN,NaN,1255.709716796875,NaN,1713.647216796875,624.8441772460938,4955.15380859375,793.0977783203125,1304.3212890625,3139.845458984375,1471.6114501953125,NaN,NaN,NaN,NaN,1005.4348754882812,NaN,NaN
Q5TBA9,FRY,Protein furry homolog,4564.79736328125,8630.7421875,6233.59326171875,8141.9306640625,7295.61865234375,6611.5537109375,6844.958984375,5648.9453125,6701.404296875,6603.13720703125,6173.05615234375,7565.42236328125,3571.50048828125,3126.52587890625,4247.00927734375,5478.080078125,4780.23046875,5016.5361328125,4538.91552734375,6392.26611328125,3919.935791015625
Q5TC12,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,95375.8046875,224548.46875,71593.3828125,128562.4765625,284587.65625,90018.0859375,131689.03125,98730.78125,139950.46875,74841.9296875,149374.421875,64705.89453125,114669.953125,93267.140625,140938.75,137172.28125,201290.9375,179344.03125,153601.40625,105843.015625,143124.03125
Q5TC84,OGFRL1,Opioid growth factor receptor-like protein 1,4624.81201171875,NaN,2747.405517578125,1.0240668058395386,328.11962890625,NaN,NaN,353.3505554199219,1147.35888671875,1276.835693359375,NaN,NaN,5929.10205078125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q5TCZ1,SH3PXD2A,SH3 and PX domain-containing protein 2A,140394.765625,179954.875,102991.7421875,140728.421875,148250.890625,18809.98828125,102966.953125,98349.5390625,56744.52734375,92789.1640625,109657.09375,24023.830078125,117815.5078125,58643.90234375,110909.71875,292646.5,NaN,336380.53125,82789.109375,100215.2421875,116850.0859375
Q5TD97,FHL5,Four and a half LIM domains protein 5,9029.5517578125,NaN,1876.111328125,NaN,NaN,NaN,4443.59912109375,620.2195434570312,10648.015625,14515.96875,NaN,61284.98828125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q5TDH0,DDI2,Protein DDI1 homolog 2,87290.0703125,109509.4765625,142453.5625,240550.546875,137548.28125,50829.2421875,168123.734375,87208.671875,182661.078125,61047.91015625,185704.90625,201320.296875,71410.4140625,64434.05859375,201158.71875,60872.2890625,52277.49609375,82877.4609375,59781.78515625,133432.8125,115093.5546875
Q5TEC6,H3-2,Histone HIST2H3PS2,576084.9375,316223.875,996025.9375,662923,385319.6875,279371.21875,398722.65625,581799.8125,524881.9375,943243.3125,338992.46875,2802879,413401.75,120120.984375,280234.0625,371488.53125,121928.0625,195041.203125,201364.625,209967.34375,260854.484375
Q5TEJ8,THEMIS2,Protein THEMIS2,45357.46875,113496.0390625,32155.416015625,17447.017578125,33354.75390625,22784.36328125,26053.86328125,35050.03515625,22764.46875,33359.734375,NaN,16860.095703125,21374.177734375,7450.35498046875,6955.81103515625,10283.8486328125,NaN,40371.7421875,4251.95068359375,57938.08984375,NaN
Q5TEU4,NDUFAF5,"Arginine-hydroxylase NDUFAF5, mitochondrial",19678.841796875,32959.40625,8540.9990234375,24680.40234375,13908.66015625,25666.18359375,15436.7412109375,19309.662109375,13125.6904296875,10571.75390625,23361.0390625,9620.486328125,21405.353515625,24938.650390625,11183.435546875,22528.02734375,32581.69140625,34434.51171875,41851.98046875,21825.798828125,25536.919921875
Q5TEZ5,C6orf163,Uncharacterized protein C6orf163,NaN,NaN,NaN,504.3341979980469,1348.6097412109375,1025.7271728515625,NaN,NaN,NaN,1318.903076171875,NaN,NaN,NaN,1.1696077585220337,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q5TF21,SOGA3,Protein SOGA3,NaN,3914.426513671875,NaN,11598.7177734375,NaN,NaN,NaN,NaN,4577.17333984375,255.2246551513672,NaN,NaN,28999.818359375,9313.6572265625,13025.431640625,NaN,8402.78125,NaN,6208.16015625,NaN,NaN
