paste_into_igv_junction,seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd_mean_psi,a5ss,a3ss,es,num_junctions,num_exons,de_novo_junctions,lsv_junc,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat,pathological_splicing
chr2:107872928-107878621,chr2,107872928,107878621,5694,+,RGPD4,ENSG00000196862.10,ENSG00000196862.10:s:107870705-107872928,0.225832975,1.00000,1.96E-17,0.002,0.25,FALSE,FALSE,TRUE,2,3,0,ENSG00000196862.10:s:107870705-107872928_107872928-107878621,+,ENST00000408999.4,ENSE00002524501.1,20,ENSG00000196862.10,NA,NA,NA,NA,NA,ENSG00000196862.10,FALSE,novel_acceptor,Y
chr19:14972917-14979000,chr19,14972917,14979000,6084,-,SLC1A6,ENSG00000105143.13,ENSG00000105143.13:s:14978828-14979046,0.195677955,1.00000,1.02E-14,0.001,0.218,TRUE,FALSE,FALSE,3,2,0,ENSG00000105143.13:s:14978828-14979046_14972917-14979000,-,ENST00000594383.2|ENST00000430939.6|ENST00000600144.5|ENST00000598504.5|ENST00000544886.6|ENST00000599636.1|ENST00000595863.1|ENST00000601761.1,ENSE00003493206.1|ENSE00003668783.1|ENSE00003125358.1,2|4,ENSG00000105143.13,NA,NA,NA,NA,NA,ENSG00000105143.13,FALSE,novel_donor,Y
chr9:128252801-128253046,chr9,128252801,128253046,246,+,DNM1,ENSG00000106976.21,ENSG00000106976.21:t:128253047-128253141,0.197830638,1.00000,2.53E-21,0.042,0.218,FALSE,TRUE,TRUE,4,3,1,ENSG00000106976.21:t:128253047-128253141_128252801-128253046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr13:97334440-97338647,chr13,97334440,97338647,4208,+,MBNL2,ENSG00000139793.19,ENSG00000139793.19:s:97334276-97334440,0.212798604,1.00000,6.86E-18,0.001,0.237,FALSE,FALSE,TRUE,3,3,0,ENSG00000139793.19:s:97334276-97334440_97334440-97338647,+,ENST00000397601.5|ENST00000343600.8|ENST00000376673.7|ENST00000679496.1|ENST00000469707.5|ENST00000345429.10,ENSE00001719168.1,3,ENSG00000139793.19,NA,NA,NA,NA,NA,ENSG00000139793.19,FALSE,novel_acceptor,Y
chr2:98376036-98377687,chr2,98376036,98377687,1652,+,CNGA3,ENSG00000144191.12,ENSG00000144191.12:t:98377687-98377800,0.198292696,1.00000,6.16E-23,0.004,0.219,FALSE,FALSE,TRUE,2,3,0,ENSG00000144191.12:t:98377687-98377800_98376036-98377687,NA,NA,NA,NA,NA,+,ENST00000436404.6|ENST00000272602.7|ENST00000409937.1,ENSE00003460052.1|ENSE00003464357.1,3|2,ENSG00000144191.12,ENSG00000144191.12,FALSE,novel_donor,Y
chr22:17722390-17726691,chr22,17722390,17726691,4302,+,BCL2L13,ENSG00000099968.18,ENSG00000099968.18:t:17726677-17730855,0.179389914,1.00000,4.61E-23,0.003,0.201,FALSE,TRUE,TRUE,4,5,0,ENSG00000099968.18:t:17726677-17730855_17722390-17726691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr9:128250940-128253047,chr9,128250940,128253047,2108,+,DNM1,ENSG00000106976.21,ENSG00000106976.21:t:128253047-128253141,0.167395662,1.00000,9.62E-22,0.001,0.193,FALSE,TRUE,TRUE,4,3,0,ENSG00000106976.21:t:128253047-128253141_128250940-128253047,+,ENST00000475805.5|ENST00000341179.11|ENST00000372923.8|ENST00000393594.7|ENST00000628346.2|ENST00000486160.3|ENST00000627061.2|ENST00000627543.2|ENST00000634267.2|ENST00000625457.1,ENSE00001728908.1|ENSE00003763446.1,21|20|1,ENSG00000106976.21,NA,NA,NA,NA,NA,ENSG00000106976.21,FALSE,novel_acceptor,Y
chr2:98370076-98375922,chr2,98370076,98375922,5847,+,CNGA3,ENSG00000144191.12,ENSG00000144191.12:s:98369939-98370076,0.197159387,1.00000,6.05E-23,0.01,0.217,FALSE,FALSE,TRUE,2,3,0,ENSG00000144191.12:s:98369939-98370076_98370076-98375922,+,ENST00000436404.6|ENST00000272602.7,ENSE00002244308.1,2,ENSG00000144191.12,NA,NA,NA,NA,NA,ENSG00000144191.12,FALSE,novel_acceptor,Y
chr10:133207351-133208723,chr10,133207351,133208723,1373,+,KNDC1,ENSG00000171798.19,ENSG00000171798.19:s:133207137-133207351,0.208957675,1.00000,3.51E-21,0,0.233,FALSE,FALSE,TRUE,4,4,0,ENSG00000171798.19:s:133207137-133207351_133207351-133208723,+,ENST00000304613.8|ENST00000684081.1|ENST00000684244.1|ENST00000682119.1|ENST00000682309.1,ENSE00001409509.1|ENSE00003920895.1,20|16|17|1,ENSG00000171798.19,NA,NA,NA,NA,NA,ENSG00000171798.19,FALSE,novel_acceptor,Y
chr10:101831167-101839753,chr10,101831167,101839753,8587,-,KCNIP2,ENSG00000120049.20,ENSG00000120049.20:s:101839753-101839872,0.221256918,1.00000,4.82E-21,0.003,0.243,FALSE,FALSE,TRUE,3,3,0,ENSG00000120049.20:s:101839753-101839872_101831167-101839753,-,ENST00000356640.7|ENST00000355657.6|ENST00000358038.7|ENST00000472764.5|ENST00000461105.5,ENSE00003520934.1|ENSE00003670792.1,2,ENSG00000120049.20,-,ENST00000348850.9,ENSE00001451728.3,1,ENSG00000120049.20,ENSG00000120049.20,FALSE,novel_combo,Y
chr10:1363917-1376116,chr10,1363917,1376116,12200,-,ADARB2,ENSG00000185736.16,ENSG00000185736.16:t:1363028-1363917,0.197965317,1.00000,6.13E-23,0,0.219,FALSE,FALSE,TRUE,3,4,0,ENSG00000185736.16:t:1363028-1363917_1363917-1376116,-,ENST00000381312.6,ENSE00001601056.1,3,ENSG00000185736.16,NA,NA,NA,NA,NA,ENSG00000185736.16,FALSE,novel_donor,Y
chr15:99718873-99720325,chr15,99718873,99720325,1453,-,LYSMD4,ENSG00000183060.16,ENSG00000183060.16:s:99720325-99720452,0.328894726,1.00000,7.45E-11,0.043,0.366,FALSE,FALSE,TRUE,3,3,0,ENSG00000183060.16:s:99720325-99720452_99718873-99720325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr3:72750836-72762906,chr3,72750836,72762906,12071,-,SHQ1,ENSG00000144736.14,ENSG00000144736.14:t:72749277-72750836,0.196251356,1.00000,5.96E-23,0.001,0.215,FALSE,FALSE,TRUE,4,5,0,ENSG00000144736.14:t:72749277-72750836_72750836-72762906,-,ENST00000468371.5|ENST00000325599.13|ENST00000444040.6|ENST00000463369.5,ENSE00001861829.1|ENSE00003623789.2|ENSE00003557448.1|ENSE00001944165.1,3|11,ENSG00000144736.14,NA,NA,NA,NA,NA,ENSG00000144736.14,FALSE,novel_donor,Y
chr3:183818111-183820100,chr3,183818111,183820100,1990,-,RP11-449K6.5,ENSG00000283765.1,ENSG00000283765.1:t:183817994-183818111,0.386351643,1.00000,1.63E-11,0.042,0.42,FALSE,FALSE,TRUE,3,4,0,ENSG00000283765.1:t:183817994-183818111_183818111-183820100,-,ENST00000639401.1|ENST00000318631.8|ENST00000431348.1,ENSE00003807286.1|ENSE00001278346.1,10|2,ENSG00000283765.1|ENSG00000180834.8,NA,NA,NA,NA,NA,ENSG00000283765.1|ENSG00000180834.8,FALSE,ambig_gene,Y
chr19:58583172-58585763,chr19,58583172,58585763,2592,+,LLNLR-271E8.1,ENSG00000286104.1,ENSG00000286104.1:s:58582596-58583176,0.227908104,1.00000,6.16E-21,0.039,0.254,TRUE,TRUE,TRUE,6,5,0,ENSG00000286104.1:s:58582596-58583176_58583172-58585763,+,ENST00000651608.1|ENST00000652551.1,ENSE00003824498.2|ENSE00003845688.1,2|1,ENSG00000213753.11|ENSG00000286104.1,NA,NA,NA,NA,NA,ENSG00000213753.11|ENSG00000286104.1,FALSE,ambig_gene,Y
chr16:84735173-84740309,chr16,84735173,84740309,5137,+,USP10,ENSG00000103194.16,ENSG00000103194.16:t:84740309-84740369,0.201396515,1.00000,6.52E-23,0.002,0.225,FALSE,FALSE,TRUE,2,3,0,ENSG00000103194.16:t:84740309-84740369_84735173-84740309,NA,NA,NA,NA,NA,+,ENST00000562743.5|ENST00000562092.1|ENST00000563892.5|ENST00000219473.12|ENST00000562283.5|ENST00000570191.5|ENST00000563386.5|ENST00000566512.1,ENSE00003614621.1|ENSE00002620839.1|ENSE00003586956.1,4|3|2,ENSG00000103194.16,ENSG00000103194.16,FALSE,novel_donor,Y
chr12:124195888-124198805,chr12,124195888,124198805,2918,+,RFLNA,ENSG00000178882.15,ENSG00000178882.15:t:124198805-na,0.315864765,1.00000,7.45E-14,0.04,0.347,FALSE,FALSE,TRUE,2,3,0,ENSG00000178882.15:t:124198805-na_124195888-124198805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr11:47325032-47328658,chr11,47325032,47328658,3627,+,MADD,ENSG00000110514.19,ENSG00000110514.19:s:47324471-47325035,0.187172829,1.00000,1.66E-21,0.001,0.205,TRUE,FALSE,TRUE,8,8,0,ENSG00000110514.19:s:47324471-47325035_47325032-47328658,NA,NA,NA,NA,NA,+,ENST00000342922.8|ENST00000311027.9|ENST00000349238.7|ENST00000402799.5|ENST00000406482.5|ENST00000407859.7|ENST00000395344.7|ENST00000395336.7|ENST00000402192.6|ENST00000634938.1,ENSE00003624641.1|ENSE00003588078.1,32|35|33|31|34|7,ENSG00000110514.19,ENSG00000110514.19,FALSE,novel_donor,Y
chr19:36605446-36607552,chr19,36605446,36607552,2107,+,ZNF382,ENSG00000161298.18,ENSG00000161298.18:s:36604817-36605730,0.211505209,1.00000,8.57E-16,0.019,0.235,TRUE,FALSE,FALSE,5,2,1,ENSG00000161298.18:s:36604817-36605730_36605446-36607552,+,ENST00000423582.5,ENSE00001675577.1,1,ENSG00000161298.18,+,ENST00000423582.5|ENST00000460384.1|ENST00000460670.5|ENST00000292928.7|ENST00000463910.1|ENST00000439428.5,ENSE00003476217.1|ENSE00001929253.1|ENSE00003613674.1|ENSE00001924191.1,2,ENSG00000161298.18,ENSG00000161298.18,TRUE,annotated,Y
chr1:18228010-18281081,chr1,18228010,18281081,53072,+,IGSF21,ENSG00000117154.12,ENSG00000117154.12:s:18227898-18228010,0.219936531,1.00000,9.16E-23,0,0.245,FALSE,FALSE,TRUE,2,3,0,ENSG00000117154.12:s:18227898-18228010_18228010-18281081,+,ENST00000251296.4,ENSE00001065618.1,2,ENSG00000117154.12,NA,NA,NA,NA,NA,ENSG00000117154.12,FALSE,novel_acceptor,Y
chr1:201804497-201807953,chr1,201804497,201807953,3457,+,NAV1,ENSG00000134369.15,ENSG00000134369.15:t:201807953-201808149,0.263399543,1.00000,1.87E-20,0.044,0.281,FALSE,FALSE,TRUE,3,3,1,ENSG00000134369.15:t:201807953-201808149_201804497-201807953,+,ENST00000367296.8,ENSE00002401668.1,17,ENSG00000134369.15,+,ENST00000367302.5|ENST00000367296.8|ENST00000367295.5|ENST00000438083.1,ENSE00002419782.1|ENSE00001722697.1,18|15|7,ENSG00000134369.15,ENSG00000134369.15,TRUE,annotated,
chr14:89350808-89356668,chr14,89350808,89356668,5861,+,RP11-356K23.1,ENSG00000258752.2,ENSG00000258752.2:s:89349377-89350808,0.262674826,1.00000,4.65E-18,0.001,0.289,TRUE,FALSE,TRUE,3,4,0,ENSG00000258752.2:s:89349377-89350808_89350808-89356668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr19:36605521-36607552,chr19,36605521,36607552,2032,+,ZNF382,ENSG00000161298.18,ENSG00000161298.18:s:36604817-36605730,0.207551005,1.00000,3.52E-21,0.002,0.23,TRUE,FALSE,FALSE,5,2,0,ENSG00000161298.18:s:36604817-36605730_36605521-36607552,NA,NA,NA,NA,NA,+,ENST00000423582.5|ENST00000460384.1|ENST00000460670.5|ENST00000292928.7|ENST00000463910.1|ENST00000439428.5,ENSE00003476217.1|ENSE00001929253.1|ENSE00003613674.1|ENSE00001924191.1,2,ENSG00000161298.18,ENSG00000161298.18,FALSE,novel_donor,Y
chr10:77001580-77008185,chr10,77001580,77008185,6606,-,KCNMA1,ENSG00000156113.24,ENSG00000156113.24:t:77001407-77001580,0.263675389,1.00000,4.65E-18,0.028,0.288,FALSE,FALSE,TRUE,3,3,1,ENSG00000156113.24:t:77001407-77001580_77001580-77008185,-,ENST00000640523.1|ENST00000638848.1|ENST00000372437.6|ENST00000457953.6|ENST00000404771.8|ENST00000639591.1|ENST00000639968.1|ENST00000638252.1|ENST00000640029.1|ENST00000640934.1|ENST00000639544.1|ENST00000286628.14|ENST00000638759.1,ENSE00001432087.1|ENSE00003806957.1,21|20|19|22|18,ENSG00000156113.24,-,ENST00000638991.1|ENST00000639913.1|ENST00000639205.1|ENST00000639498.1|ENST00000640523.1|ENST00000638223.1|ENST00000639344.1|ENST00000372408.7|ENST00000640570.1|ENST00000372437.6|ENST00000638895.1|ENST00000372440.6|ENST00000638351.1|ENST00000639591.1|ENST00000640605.1|ENST00000639968.1|ENST00000640626.1|ENST00000640029.1|ENST00000406533.7|ENST00000639730.1|ENST00000639370.1|ENST00000640141.1|ENST00000638751.1|ENST00000639406.1|ENST00000638999.1|ENST00000640773.1|ENST00000638370.1|ENST00000637862.2,ENSE00003754113.1|ENSE00003801896.1,19|20|21|18|16|15|3|14,ENSG00000156113.24,ENSG00000156113.24,TRUE,annotated,
chr20:42098552-42099129,chr20,42098552,42099129,578,-,PTPRT,ENSG00000196090.12,ENSG00000196090.12:t:42098421-42098552,0.283178969,1.00000,1.79E-19,0,0.308,FALSE,FALSE,TRUE,2,3,0,ENSG00000196090.12:t:42098421-42098552_42098552-42099129,-,ENST00000356100.6|ENST00000373184.5|ENST00000373187.5|ENST00000373190.5|ENST00000373198.8|ENST00000373201.5|ENST00000612229.4|ENST00000373193.7|ENST00000618610.1|ENST00000617474.1,ENSE00001304649.1|ENSE00003750804.1,27|28|26|20|21,ENSG00000196090.12,NA,NA,NA,NA,NA,ENSG00000196090.12,FALSE,novel_donor,Y
chr17:78836372-78836897,chr17,78836372,78836897,526,-,USP36,ENSG00000055483.19,ENSG00000055483.19:t:78836025-78836372,0.212119333,1.00000,4.00E-21,0.007,0.236,FALSE,FALSE,TRUE,3,3,0,ENSG00000055483.19:t:78836025-78836372_78836372-78836897,-,ENST00000589225.5|ENST00000542802.7|ENST00000312010.10|ENST00000588086.5|ENST00000589424.5|ENST00000590546.6|ENST00000586531.5|ENST00000591942.6|ENST00000586896.2|ENST00000592907.5|ENST00000592275.5|ENST00000587783.5|ENST00000588365.1,ENSE00002275689.1|ENSE00002776379.1|ENSE00002786620.1|ENSE00002862957.1|ENSE00002789019.1|ENSE00002961690.1,3|2,ENSG00000055483.19,NA,NA,NA,NA,NA,ENSG00000055483.19,FALSE,novel_donor,Y
chr22:32672017-32864915,chr22,32672017,32864915,192899,-,SYN3,ENSG00000185666.15,ENSG00000185666.15:s:32864575-32865004,0.255134318,1.00000,1.99E-22,0.001,0.281,FALSE,FALSE,TRUE,2,3,0,ENSG00000185666.15:s:32864575-32865004_32672017-32864915,NA,NA,NA,NA,NA,-,ENST00000358763.7|ENST00000462268.1,ENSE00003488779.1|ENSE00003636612.1,6|2,ENSG00000185666.15,ENSG00000185666.15,FALSE,novel_acceptor,Y
chr5:95816627-95823836,chr5,95816627,95823836,7210,+,RHOBTB3,ENSG00000164292.13,ENSG00000164292.13:s:95816496-95816626,0.356829942,1.00000,1.01E-15,0.002,0.382,FALSE,FALSE,FALSE,2,2,0,ENSG00000164292.13:s:95816496-95816626_95816627-95823836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr17:6580975-6589779,chr17,6580975,6589779,8805,-,KIAA0753,ENSG00000198920.11,ENSG00000198920.11:s:6589779-6590003,0.232439403,1.00000,1.18E-22,0.001,0.256,FALSE,FALSE,TRUE,2,3,0,ENSG00000198920.11:s:6589779-6590003_6580975-6589779,NA,NA,NA,NA,NA,-,ENST00000361413.8|ENST00000576281.5|ENST00000570790.5|ENST00000572370.5|ENST00000542826.6,ENSE00003527484.1|ENSE00003489511.1,18|3|16|17|11,ENSG00000198920.11,ENSG00000198920.11,FALSE,novel_acceptor,Y
chr3:13366091-13375504,chr3,13366091,13375504,9414,-,NUP210,ENSG00000132182.12,ENSG00000132182.12:s:13375504-13375641,0.207983589,1.00000,7.25E-23,0.025,0.233,FALSE,FALSE,TRUE,2,3,0,ENSG00000132182.12:s:13375504-13375641_13366091-13375504,-,ENST00000254508.7|ENST00000420141.2,ENSE00003647601.1|ENSE00003498016.1,14,ENSG00000132182.12,-,ENST00000254508.7|ENST00000420141.2,ENSE00003629371.1|ENSE00003648220.1,11,ENSG00000132182.12,ENSG00000132182.12,FALSE,novel_exon_skip,Y
chr5:7878322-7885701,chr5,7878322,7885701,7380,+,MTRR,ENSG00000124275.15,ENSG00000124275.15:s:7877944-7878322,0.216847527,1.00000,8.61E-23,0,0.24,FALSE,FALSE,TRUE,2,3,0,ENSG00000124275.15:s:7877944-7878322_7878322-7885701,+,ENST00000513439.5|ENST00000264668.6|ENST00000440940.7|ENST00000511461.5|ENST00000514369.5|ENST00000510525.5,ENSE00003487491.1|ENSE00003620200.1|ENSE00002066723.1,5|4,ENSG00000124275.15,+,ENST00000513439.5|ENST00000264668.6|ENST00000440940.7|ENST00000511461.5|ENST00000510525.5|ENST00000508101.5,ENSE00003588029.1|ENSE00003486432.1,7|6|2,ENSG00000124275.15,ENSG00000124275.15,FALSE,novel_exon_skip,Y
chr6:152247944-152249161,chr6,152247944,152249161,1218,-,SYNE1,ENSG00000131018.25,ENSG00000131018.25:s:152249161-152249262,0.202984069,1.00000,6.63E-23,0,0.225,FALSE,FALSE,TRUE,2,3,0,ENSG00000131018.25:s:152249161-152249262_152247944-152249161,NA,NA,NA,NA,NA,-,ENST00000423061.6|ENST00000367255.10|ENST00000409694.6|ENST00000367256.9,ENSE00003555106.1|ENSE00003630247.1,104|105|18|20,ENSG00000131018.25,ENSG00000131018.25,FALSE,novel_acceptor,Y
chr7:45625377-45648670,chr7,45625377,45648670,23294,+,ADCY1,ENSG00000164742.16,ENSG00000164742.16:t:45648670-45648797,0.210672518,1.00000,7.64E-23,0,0.233,TRUE,FALSE,TRUE,3,3,0,ENSG00000164742.16:t:45648670-45648797_45625377-45648670,NA,NA,NA,NA,NA,+,ENST00000432715.5|ENST00000297323.12|ENST00000621543.1,ENSE00001138860.1,6|5,ENSG00000164742.16,ENSG00000164742.16,FALSE,novel_donor,Y
chr1:108896431-108896864,chr1,108896431,108896864,434,+,GPSM2,ENSG00000121957.15,ENSG00000121957.15:t:108896864-108897086,0.607885985,1.00000,1.19E-11,0.003,0.62,FALSE,FALSE,TRUE,2,3,0,ENSG00000121957.15:t:108896864-108897086_108896431-108896864,NA,NA,NA,NA,NA,+,ENST00000406462.6|ENST00000675829.1|ENST00000441735.2|ENST00000435987.5|ENST00000642355.1|ENST00000675776.1|ENST00000645164.2|ENST00000264126.9|ENST00000676404.1|ENST00000674914.1|ENST00000674731.1|ENST00000643094.1|ENST00000674700.1|ENST00000675086.1|ENST00000676184.1|ENST00000675617.1|ENST00000675087.1|ENST00000435475.5|ENST00000446797.2,ENSE00002221677.1|ENSE00003829289.2|ENSE00002274719.2|ENSE00003814556.1|ENSE00001727187.1,4|3|2|5,ENSG00000121957.15,ENSG00000121957.15,FALSE,novel_donor,Y
chr1:109197654-109198573,chr1,109197654,109198573,920,+,ELAPOR1,ENSG00000116299.17,ENSG00000116299.17:s:109197474-109197654,0.197459643,1.00000,2.41E-21,0.008,0.217,FALSE,FALSE,TRUE,3,3,0,ENSG00000116299.17:s:109197474-109197654_109197654-109198573,+,ENST00000457623.6|ENST00000369939.8|ENST00000529753.5|ENST00000527996.5|ENST00000369938.5|ENST00000369936.2,ENSE00003677105.1|ENSE00003538222.1,15|16|14|9|8,ENSG00000116299.17,+,ENST00000457623.6|ENST00000369939.8|ENST00000529753.5|ENST00000527996.5|ENST00000369938.5|ENST00000369936.2,ENSE00003558615.1|ENSE00003652460.1,17|18|16|11|10,ENSG00000116299.17,ENSG00000116299.17,FALSE,novel_exon_skip,Y
chr1:109197654-109198573,chr1,109197654,109198573,920,+,ELAPOR1,ENSG00000116299.17,ENSG00000116299.17:t:109198573-109198674,0.29132517,1.00000,6.78E-22,0.011,0.31,FALSE,FALSE,TRUE,2,3,0,ENSG00000116299.17:t:109198573-109198674_109197654-109198573,+,ENST00000457623.6|ENST00000369939.8|ENST00000529753.5|ENST00000527996.5|ENST00000369938.5|ENST00000369936.2,ENSE00003677105.1|ENSE00003538222.1,15|16|14|9|8,ENSG00000116299.17,+,ENST00000457623.6|ENST00000369939.8|ENST00000529753.5|ENST00000527996.5|ENST00000369938.5|ENST00000369936.2,ENSE00003558615.1|ENSE00003652460.1,17|18|16|11|10,ENSG00000116299.17,ENSG00000116299.17,FALSE,novel_exon_skip,Y
chr1:181726162-181731175,chr1,181726162,181731175,5014,+,CACNA1E,ENSG00000198216.12,ENSG00000198216.12:s:181726065-181726162,0.659831524,1.00000,0.000157436,0.028,0.667,FALSE,FALSE,TRUE,2,3,1,ENSG00000198216.12:s:181726065-181726162_181726162-181731175,+,ENST00000367573.7|ENST00000367570.5|ENST00000621791.4|ENST00000360108.7|ENST00000357570.9|ENST00000358338.7|ENST00000367567.8|ENST00000621551.3,ENSE00001068643.1,18,ENSG00000198216.12,+,ENST00000367573.7|ENST00000367570.5|ENST00000357570.9|ENST00000367567.8|ENST00000621551.3,ENSE00001068626.1,19,ENSG00000198216.12,ENSG00000198216.12,TRUE,annotated,
chr1:181731231-181732384,chr1,181731231,181732384,1154,+,CACNA1E,ENSG00000198216.12,ENSG00000198216.12:t:181732384-181732591,0.438013716,1.00000,1.29E-17,0.009,0.454,FALSE,FALSE,TRUE,2,3,1,ENSG00000198216.12:t:181732384-181732591_181731231-181732384,+,ENST00000367573.7|ENST00000367570.5|ENST00000357570.9|ENST00000367567.8|ENST00000621551.3,ENSE00001068626.1,19,ENSG00000198216.12,+,ENST00000367573.7|ENST00000367570.5|ENST00000621791.4|ENST00000360108.7|ENST00000357570.9|ENST00000358338.7|ENST00000367567.8|ENST00000621551.3,ENSE00001068639.1|ENSE00003737169.1,20|19,ENSG00000198216.12,ENSG00000198216.12,TRUE,annotated,
chr1:18281170-18291866,chr1,18281170,18291866,10697,+,IGSF21,ENSG00000117154.12,ENSG00000117154.12:t:18291866-18291987,0.255222438,1.00000,1.50E-20,0,0.277,TRUE,FALSE,TRUE,5,4,0,ENSG00000117154.12:t:18291866-18291987_18281170-18291866,NA,NA,NA,NA,NA,+,ENST00000251296.4|ENST00000412684.3,ENSE00000753919.1|ENSE00003760834.1,3|2,ENSG00000117154.12,ENSG00000117154.12,FALSE,novel_donor,Y
chr1:241510556-241511866,chr1,241510556,241511866,1311,-,FH,ENSG00000091483.8,ENSG00000091483.8:s:241511867-241512143,0.186771204,1.00000,1.64E-21,0.009,0.211,FALSE,TRUE,FALSE,3,2,0,ENSG00000091483.8:s:241511867-241512143_241510556-241511866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr1:35589133-35589930,chr1,35589133,35589930,798,+,TFAP2E,ENSG00000116819.9,ENSG00000116819.9:t:35589898-35590048,0.593254659,1.00000,1.08E-08,0.001,0.603,FALSE,FALSE,TRUE,2,3,0,ENSG00000116819.9:t:35589898-35590048_35589133-35589930,NA,NA,NA,NA,NA,+,ENST00000373235.4|ENST00000650429.1|ENST00000684707.1,ENSE00000765296.1|ENSE00003833476.1,5|3|2,ENSG00000116819.9,ENSG00000116819.9,FALSE,novel_donor,Y
chr1:44704173-44723219,chr1,44704173,44723219,19047,+,ARMH1,ENSG00000198520.12,ENSG00000198520.12:s:44704089-44704173,0.355846589,1.00000,1.21E-20,0.005,0.374,FALSE,FALSE,TRUE,2,3,0,ENSG00000198520.12:s:44704089-44704173_44704173-44723219,+,ENST00000424484.5|ENST00000458657.6|ENST00000535358.6|ENST00000357508.5|ENST00000648290.1|ENST00000421398.5|ENST00000444751.5|ENST00000434068.1,ENSE00003619039.1|ENSE00003547048.1,4|7|6|8|3,ENSG00000198520.12,NA,NA,NA,NA,NA,ENSG00000198520.12,FALSE,novel_acceptor,Y
chr1:55078651-55081322,chr1,55078651,55081322,2672,-,USP24,ENSG00000162402.14,ENSG00000162402.14:t:55078538-55078651,0.207042786,1.00000,7.15E-23,0.002,0.226,FALSE,FALSE,TRUE,2,3,0,ENSG00000162402.14:t:55078538-55078651_55078651-55081322,-,ENST00000294383.7,ENSE00001139457.1,61,ENSG00000162402.14,-,ENST00000294383.7,ENSE00001139476.1,59,ENSG00000162402.14,ENSG00000162402.14,FALSE,novel_exon_skip,Y
chr10:101831167-101839753,chr10,101831167,101839753,8587,-,KCNIP2,ENSG00000120049.20,ENSG00000120049.20:t:101831072-101831167,0.605725599,1.00000,1.80E-08,0.022,0.615,FALSE,FALSE,TRUE,3,3,0,ENSG00000120049.20:t:101831072-101831167_101831167-101839753,-,ENST00000356640.7|ENST00000355657.6|ENST00000358038.7|ENST00000472764.5|ENST00000461105.5,ENSE00003520934.1|ENSE00003670792.1,2,ENSG00000120049.20,-,ENST00000348850.9,ENSE00001451728.3,1,ENSG00000120049.20,ENSG00000120049.20,FALSE,novel_combo,Y
chr10:102417121-102417940,chr10,102417121,102417940,820,-,PSD,ENSG00000059915.17,ENSG00000059915.17:t:102416654-102417121,0.242601865,1.00000,9.92E-21,0,0.259,TRUE,FALSE,TRUE,9,5,0,ENSG00000059915.17:t:102416654-102417121_102417121-102417940,-,ENST00000406432.5|ENST00000020673.6|ENST00000472685.5|ENST00000492902.2,ENSE00001313471.3|ENSE00001850046.1|ENSE00001924818.2,3|2|4,ENSG00000059915.17,NA,NA,NA,NA,NA,ENSG00000059915.17,FALSE,novel_donor,Y
chr10:102418046-102418701,chr10,102418046,102418701,656,-,PSD,ENSG00000059915.17,ENSG00000059915.17:s:102418701-102418785,0.365244256,1.00000,7.25E-20,0,0.379,FALSE,FALSE,TRUE,2,3,0,ENSG00000059915.17:s:102418701-102418785_102418046-102418701,NA,NA,NA,NA,NA,-,ENST00000611678.4|ENST00000406432.5|ENST00000020673.6|ENST00000472685.5|ENST00000492902.2,ENSE00002466311.1|ENSE00001415244.2,2|1|3,ENSG00000059915.17,ENSG00000059915.17,FALSE,novel_acceptor,Y
chr10:102479201-102480536,chr10,102479201,102480536,1336,-,ACTR1A,ENSG00000138107.13,ENSG00000138107.13:s:102479229-102480965,0.361232714,1.00000,2.11E-18,0.02,0.382,FALSE,FALSE,TRUE,3,3,0,ENSG00000138107.13:s:102479229-102480965_102479201-102480536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr10:1202983-1213997,chr10,1202983,1213997,11015,+,LINC00200,ENSG00000229205.5,ENSG00000229205.5:s:1201595-1202982,0.711229788,1.00000,4.46E-07,0.04,0.731,FALSE,FALSE,FALSE,2,2,0,ENSG00000229205.5:s:1201595-1202982_1202983-1213997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
